,agency,administering_org,primary_ownership_group,county,activity,category,activity_status,activity_acres,activity_end,shape_Length,shape_Area,source,project_type,activity_description,project_status,activity_start,date_proposed,date_certified,project_acres,fs_unit_name,fs_unit_id,rx_burn_id,gis_acres,rx_consum,pre_con_class,post_con_class,date_approved,date_expired,objective,activity_group,filter_year,department,cost_per_acre,id,Watershed,HUC8,WatershedGroup,category2,category3
6632,,Sierra Pacific Industries et al,Sierra Pacific Industries et al,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,1103.06103647,2021.0,21838.51410376967,4463929.639725885,CAL FIRE Emergency Notices,,Camp Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6633,North Fork Feather,18020121,Feather,Reforestation,Reforestation
427,CNRA,CALFIRE,PRIVATE_NON-INDUSTRY,Butte,THIN_MECH,Mechanical Fuels Reduction,Active,430.0,2022.0,3939.2438392754,104001.96165691734,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Mechanical Thinning,2022.0,CALFIRE,,428,North Fork Feather,18020121,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
266,CNRA,CALFIRE,PRIVATE_NON-INDUSTRY,Plumas,PILE_BURN,Beneficial Fire,Active,3.0,2022.0,639.6559691463723,20755.726655295126,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Pile Burning,2022.0,CALFIRE,,267,North Fork Feather,18020121,Feather,Beneficial Fire,Beneficial Fire - Intentional
1615,CNRA,CALFIRE,,Plumas,Fuel Reduction,Mechanical Fuels Reduction,Active,5.13,2023.0,639.6559691463723,20755.726655295126,CalMAPPER,Fire Plan,Chester SP FR 22,Active,2020.0,,,,,,,,,,,,,,Fuel Reduction,2023.0,CALFIRE,,1616,North Fork Feather,18020121,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
1614,CNRA,CALFIRE,,Plumas,Fuel Reduction,Mechanical Fuels Reduction,Active,290.52,2022.0,13478.541780821568,1175688.5194723376,CalMAPPER,Fire Plan,LMU  Hamilton Branch Fuel Break,Active,2020.0,,,,,,,,,,,,,,Fuel Reduction,2022.0,CALFIRE,,1615,North Fork Feather,18020121,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
1613,CNRA,CALFIRE,,Plumas,Fuel Break,Mechanical Fuels Reduction,Active,6.65,2022.0,729.2661185524158,26903.19031601324,CalMAPPER,Fire Plan,Hamilton Branch FB 22,Active,2020.0,,,,,,,,,,,,,,Non-harvest Fuel Break,2022.0,CALFIRE,,1614,North Fork Feather,18020121,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
1612,CNRA,CALFIRE,,Plumas,Fuel Reduction,Mechanical Fuels Reduction,Active,48.81,2023.0,3750.097165217967,197540.8346951368,CalMAPPER,Fire Plan,Chester CT Fuel Reduction 21,Active,2020.0,,,,,,,,,,,,,,Fuel Reduction,2023.0,CALFIRE,,1613,North Fork Feather,18020121,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
1611,CNRA,CALFIRE,,Plumas,Fuel Reduction,Mechanical Fuels Reduction,Active,403.24,2023.0,39060.58138363962,1631859.3270089342,CalMAPPER,Fire Plan,Chester CT Fuel Reduction,Active,2020.0,,,,,,,,,,,,,,Fuel Reduction,2023.0,CALFIRE,,1612,North Fork Feather,18020121,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
1610,CNRA,CALFIRE,,Plumas,Fuel Reduction,Mechanical Fuels Reduction,Active,605.4,2025.0,23584.11571422434,2449950.3132938407,CalMAPPER,Forest Health,West Shores,Active,2021.0,,,,,,,,,,,,,,Fuel Reduction,2025.0,CALFIRE,,1611,North Fork Feather,18020121,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
1608,CNRA,CALFIRE,,Plumas,Fuel Reduction,Mechanical Fuels Reduction,Active,31.75,2023.0,7634.110657486372,128494.16439672383,CalMAPPER,Fire Plan,Chester CT FR 2022,Active,2020.0,,,,,,,,,,,,,,Fuel Reduction,2023.0,CALFIRE,,1609,North Fork Feather,18020121,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
1598,CNRA,CALFIRE,,Plumas,Fuel Break,Mechanical Fuels Reduction,Active,42.67,2022.0,2504.6341209824086,172687.0820434445,CalMAPPER,Fire Plan,Hamilton Branch Fuel Break 21,Active,2020.0,,,,,,,,,,,,,,Non-harvest Fuel Break,2022.0,CALFIRE,,1599,North Fork Feather,18020121,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
6535,,Pacific Gas and Electric Co,Pacific Gas and Electric Co,Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Complete,196.03281707,2024.0,4121.3471770367205,793316.6647409867,CAL FIRE Emergency Notices,,Dixie Fire,,2023.0,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Post-Harvest Reforestation,2024.0,nan,0.0,6536,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6534,,"Dave Preim, Pensco Trust","Dave Preim, Pensco Trust",Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Active,36.72316305,2025.0,2724.9361817417666,148613.3682560866,CAL FIRE Emergency Notices,,Dixie Fire,,2024.0,,,,,,,,,,,2023.0,2024.0,Timber Harvest,Post-Harvest Reforestation,2025.0,nan,0.0,6535,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6533,,"William Davies, Janis Davies","William Davies, Janis Davies",Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Complete,11.01963107,2024.0,997.5970423120722,44594.864761026256,CAL FIRE Emergency Notices,,Dixie Fire,,2023.0,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Post-Harvest Reforestation,2024.0,nan,0.0,6534,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6369,,David Mahan et al,David Mahan et al,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,48.42215786,2022.0,3568.3931235228783,195957.52051700233,CAL FIRE Emergency Notices,,Camp Fire 2018,,2021.0,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Post-Harvest Reforestation,2022.0,nan,0.0,6370,North Fork Feather,18020121,Feather,Reforestation,Reforestation
5695,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Plumas,Emergency Notice - Fire,Harvest,Complete,1159.66834815,,14320.059459868111,4693011.30255349,CAL FIRE Emergency Notices,,Dixie Fire,,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,5696,North Fork Feather,18020121,Feather,Harvest,Harvest
5688,,C C & H Lands LLC,C C & H Lands LLC,Plumas,"Emergency Notice - Financial, Fire",Harvest,Complete,200.94036235,,7565.075732321137,813176.795900276,CAL FIRE Emergency Notices,,Dixie Fire,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5689,North Fork Feather,18020121,Feather,Harvest,Harvest
5689,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Plumas,Emergency Notice - Fire,Harvest,Complete,203.27046402,,5650.573213226707,822606.3827839184,CAL FIRE Emergency Notices,,Dixie Fire,,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,5690,North Fork Feather,18020121,Feather,Harvest,Harvest
5691,,"Sierra Pacific Land and Timber Co, Sierra Pacific Industries","Sierra Pacific Land and Timber Co, Sierra Pacific Industries",Plumas,Emergency Notice - Fire,Harvest,Complete,207.76359632,,10439.141602889298,840789.4440932623,CAL FIRE Emergency Notices,,Dixie Fire,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5692,North Fork Feather,18020121,Feather,Harvest,Harvest
5692,,C C & H Lands LLC,C C & H Lands LLC,Plumas,Emergency Notice - Fire,Harvest,Complete,207.36453829,,9433.9110092435,839174.5135558334,CAL FIRE Emergency Notices,,2021 Dixie Fire,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5693,North Fork Feather,18020121,Feather,Harvest,Harvest
5693,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Plumas,"Emergency Notice - Fire, Insect",Harvest,Complete,1270.22648792,,10983.187259393519,5140424.22055703,CAL FIRE Emergency Notices,,Dixie Fire,,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,5694,North Fork Feather,18020121,Feather,Harvest,Harvest
5694,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Plumas,Emergency Notice - Fire,Harvest,Complete,1452.59164627,,14688.417163901722,5878429.832827447,CAL FIRE Emergency Notices,,Dixie Fire,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5695,North Fork Feather,18020121,Feather,Harvest,Harvest
5696,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Plumas,Emergency Notice - Fire,Harvest,Complete,888.46225122,,8678.751636766076,3595479.1673987475,CAL FIRE Emergency Notices,,Dixie Fire,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5697,North Fork Feather,18020121,Feather,Harvest,Harvest
5707,,Pacific Gas and Electric Co,Pacific Gas and Electric Co,Plumas,Emergency Notice - Fire,Harvest,Complete,97.42577332,,7160.898655523417,394268.1164832342,CAL FIRE Emergency Notices,,Dixie Fire,,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,5708,North Fork Feather,18020121,Feather,Harvest,Harvest
5708,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Plumas,"Emergency Notice - Fire, Insect",Harvest,Complete,1257.69676015,,11593.078065471525,5089718.211233342,CAL FIRE Emergency Notices,,Dixie Fire,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5709,North Fork Feather,18020121,Feather,Harvest,Harvest
5687,,"Kevin Bartlett, Sherry Bartlett","Kevin Bartlett, Sherry Bartlett",Plumas,Emergency Notice - Fire,Harvest,Complete,4.23452345,,557.9046458132306,17136.508438660017,CAL FIRE Emergency Notices,,Dixie Fire,,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,5688,North Fork Feather,18020121,Feather,Harvest,Harvest
5626,,Pacific Gas and Electric Co,Pacific Gas and Electric Co,Plumas,Emergency Notice - Fire,Harvest,Complete,196.03281707,,4121.3471770367205,793316.6647409867,CAL FIRE Emergency Notices,,Dixie Fire,,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,5627,North Fork Feather,18020121,Feather,Harvest,Harvest
6365,,Bruce Dobie,Bruce Dobie,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,13.68249624,2022.0,1146.552289081857,55371.09779181249,CAL FIRE Emergency Notices,,North Complex Fire,,2021.0,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Post-Harvest Reforestation,2022.0,nan,0.0,6366,North Fork Feather,18020121,Feather,Reforestation,Reforestation
1616,CNRA,CALFIRE,,Plumas,Fuel Reduction,Mechanical Fuels Reduction,Active,7.19,2023.0,713.4665301399502,29077.91458497938,CalMAPPER,Fire Plan,Chester SP FR 23,Active,2020.0,,,,,,,,,,,,,,Fuel Reduction,2023.0,CALFIRE,,1617,North Fork Feather,18020121,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
1617,CNRA,CALFIRE,,Plumas,Fuel Reduction,Mechanical Fuels Reduction,Active,72.91,2023.0,2389.6031921302733,295069.8858275101,CalMAPPER,Fire Plan,Chester SP FR,Active,2020.0,,,,,,,,,,,,,,Fuel Reduction,2023.0,CALFIRE,,1618,North Fork Feather,18020121,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
1618,CNRA,CALFIRE,,Plumas,Fuel Break,Mechanical Fuels Reduction,Complete,75.48,2019.0,3367.7696492505092,305437.6490494074,CalMAPPER,Fire Plan,Martin Ranch Fuel Break,Complete,2019.0,,,,,,,,,,,,,,Non-harvest Fuel Break,2019.0,CALFIRE,,1619,North Fork Feather,18020121,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
6623,,RRF Westwood LLC,RRF Westwood LLC,Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Complete,598.29651967,2023.0,6164.493030632171,2421220.11314443,CAL FIRE Emergency Notices,,Dixie Fire,,2022.0,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Post-Harvest Reforestation,2023.0,nan,0.0,6624,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6360,,Siller Brothers Inc,Siller Brothers Inc,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,311.86368124,2023.0,6611.001986403541,1262067.541329391,CAL FIRE Emergency Notices,,2020 North Complex Fire,,2022.0,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Post-Harvest Reforestation,2023.0,nan,0.0,6361,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6652,,"F Scott, Patricia Ulch","F Scott, Patricia Ulch",Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Complete,2.29372302,2022.0,878.8845310418541,9282.36773409388,CAL FIRE Emergency Notices,,North Complex Fire,,2021.0,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Post-Harvest Reforestation,2022.0,nan,0.0,6653,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6653,,Maidu Summit Consortium,Maidu Summit Consortium,Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Complete,247.51326925,2024.0,7952.279370495714,1001650.6632939065,CAL FIRE Emergency Notices,,Dixie Fire,,2023.0,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Post-Harvest Reforestation,2024.0,nan,0.0,6654,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6654,,Maidu Summit Consortium,Maidu Summit Consortium,Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Complete,169.69109739,2024.0,10491.13792309064,686715.5072796734,CAL FIRE Emergency Notices,,Dixie Fire,,2023.0,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Post-Harvest Reforestation,2024.0,nan,0.0,6655,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6655,,Maidu Summit Consortium,Maidu Summit Consortium,Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Complete,148.73709465,2024.0,5395.6433083127595,601917.6667343857,CAL FIRE Emergency Notices,,Dixie Fire,,2023.0,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Post-Harvest Reforestation,2024.0,nan,0.0,6656,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6657,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Active,1796.0633182,2025.0,17659.839428095172,7268410.374291407,CAL FIRE Emergency Notices,,Dixie Fire,,2024.0,,,,,,,,,,,2023.0,2024.0,Timber Harvest,Post-Harvest Reforestation,2025.0,nan,0.0,6658,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6668,,"C C & H Lands LLC, Collins Pine Co","C C & H Lands LLC, Collins Pine Co",Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Complete,545.38306684,2023.0,14034.128407534052,2207086.9667094173,CAL FIRE Emergency Notices,,2021 Dixie Fire,,2022.0,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Post-Harvest Reforestation,2023.0,nan,0.0,6669,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6658,,"C C & H Lands LLC, Wespath Forests LLC","C C & H Lands LLC, Wespath Forests LLC",Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Active,1695.8637386,2025.0,14430.124190537572,6862917.0620851405,CAL FIRE Emergency Notices,,Dixie Fire,,2024.0,,,,,,,,,,,2023.0,2024.0,Timber Harvest,Post-Harvest Reforestation,2025.0,nan,0.0,6659,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6659,,"C C & H Lands LLC, Wespath Forests LLC","C C & H Lands LLC, Wespath Forests LLC",Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Active,1695.8637386,2025.0,14430.124190537572,6862917.0620851405,CAL FIRE Emergency Notices,,Dixie Fire,,2024.0,,,,,,,,,,,2023.0,2024.0,Timber Harvest,Post-Harvest Reforestation,2025.0,nan,0.0,6660,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6660,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Complete,1509.55835286,2023.0,22133.136609430665,6108965.9152507605,CAL FIRE Emergency Notices,,Dixie Fire,,2022.0,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Post-Harvest Reforestation,2023.0,nan,0.0,6661,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6661,,"C C & H Lands LLC, Wespath Forests LLC","C C & H Lands LLC, Wespath Forests LLC",Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Complete,912.59698023,2024.0,15875.557874141696,3693148.9505081116,CAL FIRE Emergency Notices,,Dixie Fire,,2023.0,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Post-Harvest Reforestation,2024.0,nan,0.0,6662,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6362,,Ross Rogers Revocable Trust,Ross Rogers Revocable Trust,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,29.65532295,2023.0,1394.991607746035,120010.83415496869,CAL FIRE Emergency Notices,,North Complex Fire 2020,,2022.0,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Post-Harvest Reforestation,2023.0,nan,0.0,6363,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6662,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Complete,1522.81928599,2023.0,20303.81936620415,6162631.007651653,CAL FIRE Emergency Notices,,Dixie Fire,,2022.0,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Post-Harvest Reforestation,2023.0,nan,0.0,6663,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6663,,"CC&H Lands LLC, CCT Lands LLC","CC&H Lands LLC, CCT Lands LLC",Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Complete,1091.42762911,2024.0,12080.369675945569,4266262.950600995,CAL FIRE Emergency Notices,,Dixie Fire,,2023.0,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Post-Harvest Reforestation,2024.0,nan,0.0,6664,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6665,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Complete,1769.0248723,2023.0,22744.694470083858,7158989.665858504,CAL FIRE Emergency Notices,,Dixie Fire,,2022.0,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Post-Harvest Reforestation,2023.0,nan,0.0,6666,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6666,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Complete,855.55810965,2023.0,11086.723287484381,3462320.8307649614,CAL FIRE Emergency Notices,,2021 Dixie Fire,,2022.0,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Post-Harvest Reforestation,2023.0,nan,0.0,6667,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6667,,Pacific Gas and Electric Co,Pacific Gas and Electric Co,Plumas,Reforestation After Emergency Notice - Fire,Reforestation,Complete,133.75391741,2023.0,4711.193669099722,541282.8996987267,CAL FIRE Emergency Notices,,Dixie Fire,,2022.0,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Post-Harvest Reforestation,2023.0,nan,0.0,6668,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6359,,Siller Brothers Inc,Siller Brothers Inc,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,30.48483254,2021.0,2564.6246877490803,123367.85144379886,CAL FIRE Emergency Notices,,Camp Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6360,North Fork Feather,18020121,Feather,Reforestation,Reforestation
6364,,Gwen Crooks,Gwen Crooks,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,5.93140051,2022.0,698.0192917926533,24003.526241837044,CAL FIRE Emergency Notices,,North Complex Fire,,2021.0,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Post-Harvest Reforestation,2022.0,nan,0.0,6365,North Fork Feather,18020121,Feather,Reforestation,Reforestation
1609,CNRA,CALFIRE,,Plumas,Broadcast Burn,Beneficial Fire,Active,48.18,2023.0,3040.3175439691113,194980.95898698756,CalMAPPER,Fire Plan,West Shore RX,Active,2023.0,,,,,,,,,,,,,,Broadcast Burn,2023.0,CALFIRE,,1610,North Fork Feather,18020121,Feather,Beneficial Fire,Beneficial Fire - Intentional
1619,CNRA,CALFIRE,,Plumas,Fuel Reduction,Mechanical Fuels Reduction,Complete,119.94,2022.0,3454.0030498991164,485382.3753967742,CalMAPPER,Fire Plan,Warner Valley FR,Active,2021.0,,,,,,,,,,,,,,Fuel Reduction,2022.0,CALFIRE,,1620,North Fork Feather,18020121,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
6367,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Reforestation After Emergency Notice - Fire,Reforestation,Complete,146.29006568,2023.0,4047.675552499648,592014.8918360015,CAL FIRE Emergency Notices,,North Complex Fire 2020,,2022.0,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Post-Harvest Reforestation,2023.0,nan,0.0,6368,North Fork Feather,18020121,Feather,Reforestation,Reforestation
227,USDA,USFS,FEDERAL,Plumas,PILING,Mechanical Fuels Reduction,Complete,11.0,2022.0,1301.7882672404357,43149.56823713336,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Piling,2022.0,nan,,228,North Fork Feather,18020121,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
220,USDA,USFS,FEDERAL,Plumas,CHAIN_CRUSH,Mechanical Fuels Reduction,Complete,27.0,2022.0,1357.791272389666,109761.65516716837,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Chaining/Crushing,2022.0,nan,,221,North Fork Feather,18020121,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
